Hygienerating;Geschmacksrating;Inspektor;PLZ
152; 66;3;13629
 66; 49;2;14059
 93; 94;3;12163
150; 51;4;10715
130; 64;3;12435
127; 52;4;13507
132; 72;4;10555
 92; 37;3;12489
134; 64;4;13053
124; 33;3;13509
142; 63;3;15537
139; 56;4;14195
 76;114;3;10715
 99;112;4;12161
 88;115;4;10827
143; 41;3;10365
157; 34;4;10435
 54; 50;1;10785
 85; 53;4;12051
150; 58;4;13465
 59;138;2;10997
 19; 93;3;13158
146; 34;2;13467
157; 85;4;14057
109; 98;4;10629
 71;139;3;10553
 95; 29;2;13359
161;117;4;10777
 77; 59;2;10407
 63; 69;3;12053
183; 87;2;10709
110; 42;2;10785
 63;111;3;12307
 91; 28;3;14059
141; 72;4;12279
 36;102;4;13435
 69; 72;4;10247
 87; 98;4;12209
152; 83;4;12103
 55; 73;4;13597
120; 97;2;13505
155; 48;3;12103
172; 32;4;12279
110; 54;4;13587
118; 29;3;10315
115; 48;3;10437
 60; 65;2;12057
121; 54;2;12355
157; 76;4;10407
 83;124;4;12587
115; 87;2;12487
 49; 77;3;12359
 34; 79;4;13469
 87; 45;4;14055
 76; 38;3;13407
 45;131;2;12357
 52;124;4;12057
118;126;3;12679
114; 34;4;12627
103; 62;4;13599
 44; 60;2;13189
157; 33;4;12161
149;112;1;12355
147; 53;3;10553
175;107;1;12169
101; 55;4;10997
115; 30;2;10245
153; 77;4;12587
122; 30;3;10555
100;112;4;15569
109; 37;3;13357
121; 64;3;10969
 70;124;4;12207
142; 62;3;10585
 43;102;4;10785
 75; 57;3;12305
 75;131;3;12161
154; 58;4;12249
 38; 95;3;13089
 61;121;4;12051
 87;117;4;10779
 54;147;2;12555
104; 30;2;13187
146; 52;3;12055
 42;112;4;14195
110; 32;3;10315
 18; 82;4;13629
 73; 34;4;12623
174; 73;4;13627
 64;111;3;13086
 77; 98;4;10969
129; 40;3;12435
164; 91;4;14169
135; 77;3;10963
 42;151;1;10367
100; 29;3;14165
 75;111;4;13437
164;106;4;10707
 85; 95;4;13597
156; 68;4;15566
 62;122;3;13055
 62; 89;4;13585
 20; 93;3;10589
 62; 50;2;13353
121;118;4;13127
 67; 67;4;14089
 73; 52;3;13581
 69; 44;3;10965
 58;132;3;10587
150;107;4;10623
 41;112;4;12045
 39;101;3;10717
 86; 95;4;12249
 85; 37;3;13629
154; 93;4;12157
143; 49;4;13627
141; 44;3;12051
 88; 28;4;10713
178; 92;1;14169
157; 32;4;10318
142; 43;3;14052
125; 58;4;14193
 82; 42;2;12621
153; 44;2;13593
151; 76;4;13581
183; 95;4;14199
 93;104;3;10247
 56; 50;3;13629
 87; 95;4;12685
173; 74;2;13467
 49; 63;3;13353
155; 64;4;13627
115; 50;3;10318
149; 58;3;10625
 84; 97;4;12623
 61; 70;4;12589
144; 66;4;12249
116;110;4;12163
 49; 54;1;13088
122; 52;2;13086
 85; 49;3;12621
161; 24;3;10713
129; 60;3;10781
 85; 99;4;14089
155; 52;4;12157
 60; 62;2;10969
 70; 60;4;14089
181; 89;3;12309
139; 77;4;10961
 49;145;1;12045
 96; 56;4;13437
150; 41;3;12439
 40;113;4;12587
124; 48;3;12357
115; 45;3;13053
112; 88;2;13053
110; 29;3;10629
167; 92;4;13053
 76; 66;3;13407
 41; 98;3;14059
 57;124;4;12435
147; 49;3;13627
 42; 71;4;10407
 75;114;4;12205
133; 54;3;10823
138; 42;3;12309
160;108;4;12309
171; 85;2;10961
 63; 85;4;12555
 86;114;3;13353
153; 78;3;12619
 73; 76;4;13581
101; 40;3;13407
 77;107;4;12587
147; 33;2;10249
119; 42;3;13129
 48; 59;4;13507
117; 88;2;13187
111; 37;3;12203
123; 43;2;12047
102;116;4;12109
 90; 35;3;14129
167;118;3;13467
 66; 44;3;13088
 90; 38;3;13357
170;109;4;14193
 51;107;4;10999
158; 34;3;13439
 43;134;2;14089
 99; 49;4;10553
167;111;4;10179
 37;145;2;13409
 94; 99;4;10823
 87;115;4;12051
127; 43;4;13439
145; 37;3;10965
 63; 51;2;12103
 47;129;1;14165
 85; 46;3;10711
166; 36;4;12165
 81;135;3;14167
142; 34;3;10243
 54;125;4;14050
162;102;4;10969
145; 43;3;10245
 40; 67;2;13507
 55;124;4;13593
 64;127;4;12049
 74;106;4;10825
 28;107;4;10178
152; 95;4;13086
 37;143;4;13403
121; 74;4;10585
 89; 42;4;10243
154; 94;4;12207
 88; 93;4;15569
 92; 61;4;13505
130; 74;4;13505
 50; 77;3;13593
 99; 36;4;13467
100; 53;4;12359
126; 53;4;13057
133; 99;2;14193
 78;116;4;12047
134; 77;3;10789
 33;114;4;12524
157; 78;4;15537
150; 43;3;12487
 41; 65;1;10823
 76;115;4;12049
 52; 71;3;14050
 42;148;4;14050
 88; 35;4;12689
 69;101;4;13089
127; 51;3;12489
 76;104;4;10825
 64; 68;3;10787
148; 70;4;10319
 37; 79;4;12587
154; 42;2;12359
116;114;4;10789
140; 36;3;10709
 58;131;4;10409
 76;135;2;10623
144; 40;3;12437
137; 51;4;13409
 70; 42;2;12045
116; 65;3;12049
147; 46;3;12437
144; 76;4;14053
 61; 54;3;10115
146; 92;4;13129
 65; 67;4;10405
 77; 43;3;15537
 40;120;4;10117
 85; 56;2;13353
110;115;4;12489
 41;120;4;12351
108; 50;4;12489
109; 29;3;12053
 62;136;1;12527
 96;106;4;10437
 42; 74;4;12101
 51; 57;2;12557
 81; 69;3;13509
136; 37;2;10961
 63;127;4;10785
 74; 56;3;10783
 44; 72;3;12305
114;114;4;12157
 84; 59;3;12526
 67; 58;3;12619
115;126;4;13589
160;122;2;13351
122; 74;4;10178
156; 99;4;12305
 69;124;4;12203
114; 90;4;10407
163;104;4;13437
 49;144;1;12685
 80; 31;4;13409
 43; 71;4;10713
169; 95;4;13359
 98; 36;4;10243
 37; 78;4;14059
153; 57;4;14055
 78; 37;3;10557
152; 49;4;10709
100; 39;4;10629
156; 73;4;12099
 27; 86;4;10367
 86; 58;3;10585
 64;102;2;12309
 94;101;3;10435
157; 48;3;14169
152; 55;3;12277
151; 47;3;10779
155; 73;4;12307
123; 37;3;13469
163;118;4;12203
 84; 66;4;13403
151; 79;4;13593
 82; 58;4;10785
182;116;2;12557
106; 63;4;12689
142; 51;4;14057
 54;108;2;12683
171; 32;4;10249
107;124;1;13159
171;115;2;13585
123; 66;3;10789
 48; 57;4;12249
120; 69;4;10119
 69; 46;3;10965
 56;149;1;14052
113; 45;3;13351
125; 46;3;13439
117; 36;4;12587
 94; 55;4;14165
 79;107;4;14129
184; 95;2;12159
170; 91;4;12629
 79;114;3;12459
113; 24;4;12439
117; 34;3;12207
132; 32;3;10783
 54; 55;3;12349
 89; 66;3;13585
104; 37;3;10439
 90; 43;4;12101
111; 42;2;12587
102; 31;3;10779
 60;134;2;12685
 32;135;3;12527
102; 34;4;12623
 76;118;4;12355
165;117;4;14089
 51;145;2;10405
156; 35;4;10627
148; 55;4;13059
 64; 54;2;14053
124; 52;3;14195
109;114;4;14199
 94; 43;2;12559
 96;107;4;10318
125;121;4;12349
172; 37;4;13353
106; 40;2;10715
 97; 43;3;12437
133; 44;2;14089
162; 33;2;12103
 87;102;4;12683
140; 34;3;10369
130; 40;4;12159
151; 39;2;13055
 68;137;3;13357
167;107;4;10713
 62;127;3;14193
146; 33;2;13507
 81; 51;3;12209
 56;118;4;13505
 30;126;2;10317
142; 57;3;12159
105; 47;4;10999
 84; 32;3;12103
 63; 87;4;10999
 80; 64;3;12105
115; 55;3;12355
144; 69;4;10825
 88; 68;4;12687
127; 27;4;13159
161;122;2;12105
 80; 43;3;12557
174; 85;3;10823
 64;132;2;13357
 51;138;2;13349
 87;114;4;12099
 85; 97;4;10115
130; 37;2;12487
107; 56;4;10997
156; 70;4;13509
119; 58;4;10777
103; 29;3;10625
148; 76;4;10707
145; 49;3;10589
111; 85;2;10119
135; 68;3;12057
153; 30;3;10961
 52; 78;4;12099
151; 33;2;10245
 52;148;2;10709
175; 98;2;14199
151; 66;3;12051
139; 61;3;13581
 69; 58;3;13593
 71; 62;4;13503
 71;128;4;12051
 78; 98;4;12355
150; 90;4;10623
151; 93;3;13597
142; 49;3;13053
107;106;3;10719
108; 27;3;12621
126; 31;3;12619
161; 33;2;14129
 98; 38;4;13587
146; 93;4;13509
128; 51;3;13405
156; 52;4;12305
 60; 87;4;13187
 85; 31;3;10709
152;117;2;10709
123; 49;3;12099
 43;121;4;13629
105; 46;4;10823
149; 55;3;12555
124; 44;2;13088
 68; 67;3;13405
 18; 94;3;13583
126;112;1;12689
 46; 60;4;10318
111; 51;4;10559
157; 87;4;12619
 89; 56;4;12357
171; 33;4;13359
155; 49;4;12099
 36; 75;2;10551
 68; 63;3;10405
 71;137;2;12559
155; 63;4;13053
140; 69;4;12279
 93; 34;2;14059
 55; 66;2;10435
135; 49;3;12555
152; 54;3;12247
149; 33;2;12165
 96;109;4;13129
 57; 62;3;12621
 80;129;4;10318
 77; 64;3;14165
 22;109;2;10437
123; 61;3;13353
171; 83;1;10779
 44;133;2;14163
111;120;4;12159
 45;123;3;12103
135; 28;4;10439
 77; 48;4;14195
 74; 52;3;10965
 73; 59;3;13357
122; 93;2;10779
151; 61;3;10787
158; 82;4;10777
130; 52;3;13355
 64;123;4;13585
 85;123;4;13349
 35;115;4;12109
 48; 92;4;10961
141; 39;3;12489
 93; 37;3;13585
 90; 27;4;15537
162; 91;4;13403
 72; 44;3;10439
 66; 68;4;14129
 13; 88;3;14165
 53; 63;2;13156
 45;124;4;12619
 96; 53;3;10777
171; 39;3;10559
 79; 58;3;15569
137; 58;3;10367
 65; 71;3;12167
135; 47;3;12055
105; 41;3;13403
153; 40;3;13469
 86; 52;3;12527
134; 78;4;10777
124; 31;3;10711
101; 28;3;10245
152; 80;4;14199
 47; 66;2;10715
102; 62;4;12207
 73; 68;4;10318
 92; 46;3;13156
 15;102;4;12059
117; 38;4;10407
172; 94;1;13505
 48;135;3;12203
106; 26;3;10825
 52;141;1;12439
136; 58;3;14059
 63;128;4;12439
166;110;4;12205
152; 44;2;10719
117; 70;3;10825
 39; 76;4;14055
150; 75;4;12047
134; 44;3;12309
132; 64;4;14050
 58;140;2;15537
 76; 53;3;13089
145; 99;1;13129
158; 50;4;14129
 55; 58;3;13503
113;103;4;10555
155; 60;4;13507
 71;110;4;10435
 98; 24;2;10967
 96; 69;4;10439
126; 48;4;13053
 98; 29;2;13355
 69;122;4;13437
 86;101;4;12307
 68; 60;2;12557
 28;131;4;12049
 91; 39;3;13465
 77;115;4;10409
134; 54;4;12689
119;117;4;10317
132; 30;2;13357
183;100;2;12205
142; 50;3;10369
 55;143;1;10317
128; 60;4;15566
 94; 24;1;10961
 24;120;4;10559
 48;106;4;10829
 95; 42;3;10707
 44;117;4;13357
174;104;3;12589
114; 47;3;10997
133; 57;3;12247
 74;137;2;13409
116; 98;3;12107
123; 55;3;10997
155; 75;4;13353
176;102;3;10999
159; 38;4;12355
151; 72;3;12681
 91; 66;4;13347
 25; 81;1;13597
110;111;3;10319
 80; 41;3;12207
166; 22;1;13591
 68; 40;4;10589
 42;138;3;10715
122; 37;3;12163
130; 72;3;12205
151; 28;3;13593
 80; 32;3;13581
158;122;1;13187
 82; 80;3;10247
 59; 64;3;10963
163; 30;3;12683
 34;103;4;15569
 45; 71;3;10117
 19; 96;3;15569
 31; 90;4;12357
181;118;2;10999
123; 33;2;13347
122; 71;4;10409
135; 80;4;14053
131; 44;4;13437
179;112;1;13359
147; 65;4;10781
 85;116;4;12277
101;116;2;12167
 80; 56;4;14163
165; 59;4;12307
 43;131;2;13057
 67; 62;3;10823
149; 44;3;12059
103; 59;4;12043
 16; 82;3;12621
155; 34;4;12687
101; 48;4;12309
 31;136;2;15566
 72; 40;3;13055
 89; 64;3;14053
 24;105;1;12587
130; 36;3;12249
 99;109;4;13409
 75; 54;3;12249
 91; 31;3;12487
146; 40;3;13581
 42; 98;3;10407
171; 67;1;13129
114; 35;4;12621
161; 29;2;12489
 52; 60;2;13435
 53;125;4;12619
135; 46;3;10999
168; 93;4;12685
121; 26;3;12161
130; 71;3;12047
154; 52;4;10785
 57; 68;3;13158
167;106;4;13437
 22;104;2;10719
163; 34;3;10243
137; 45;3;10367
124; 41;2;13509
 61; 62;2;10967
 70; 52;4;12355
 77; 40;3;12489
 60; 64;2;13089
100;111;4;13158
 45; 65;2;10789
 94;107;2;10559
 68; 65;2;10589
119; 50;4;12205
170; 89;3;14199
 70; 39;4;10779
 68; 57;3;10785
 43;126;1;12107
143; 39;3;10823
169; 89;4;12587
 31;100;4;12439
 81;103;4;13469
114; 39;4;10823
 38;101;4;10785
 85; 41;3;10315
 66; 39;1;10777
 33; 74;4;12683
 85; 40;4;14129
 62; 72;4;12524
156; 44;3;13593
151; 98;4;13437
164;117;4;12685
 20; 95;4;12059
154; 62;4;13129
 62; 57;3;10787
 63; 40;1;12679
129; 34;3;13159
 50;141;4;10625
 28; 80;1;12309
160; 96;4;13437
174; 74;3;12247
 75; 66;4;10315
164; 97;4;13051
 91; 68;4;10825
 44; 97;3;12249
 85;108;4;13059
 64; 43;3;12555
122; 61;3;13507
 57; 70;3;10319
 98; 34;3;13051
133; 43;3;10719
 67; 60;2;13469
123; 42;2;14050
 79; 62;3;10585
 95; 41;4;14193
 48;149;2;12623
 86;119;4;13629
 48;151;2;13439
113; 30;3;10969
104; 41;3;12165
132; 28;3;10405
 56; 69;4;12305
147; 50;3;12053
 89; 36;4;13359
186;101;3;13053
174; 33;3;10551
130; 66;3;10317
119; 53;4;12209
 43;137;3;12057
 72; 52;4;13187
 44; 77;4;10715
161; 46;4;10965
 87; 55;4;12059
131; 55;2;13053
145; 66;4;13593
126; 50;4;13629
 91;123;4;12203
 94; 29;2;10249
139; 35;2;15566
106; 59;4;10245
144; 89;4;12435
 86; 53;3;13059
119;116;4;12059
 67; 65;3;10709
 81; 67;3;10405
115; 35;3;12209
146; 51;2;12203
173; 34;4;10589
 27; 87;4;10627
 93;102;4;13129
114; 23;3;12349
 52;107;3;10317
140; 70;4;15537
109; 31;4;10437
106;122;3;14197
 74; 51;4;13349
 60; 58;2;13507
 84; 37;2;10967
153; 87;4;13589
 60;127;3;12687
147; 60;4;14109
148; 35;2;13583
169; 30;3;10719
114; 42;3;12347
157; 80;4;13585
 97; 45;3;13409
156; 49;4;13127
 60; 60;2;13159
 96; 35;2;13357
 55;153;3;13055
 64; 58;3;10119
128; 58;4;13359
153; 76;3;10119
180; 87;2;12355
 55; 61;2;12059
 87; 40;4;13189
169;108;4;15537
113; 95;1;10245
 96; 96;4;12355
 83; 80;3;14195
 90; 67;4;13125
 65; 64;4;13159
 60; 47;4;12165
 55;134;2;12205
169; 84;4;10551
 74; 35;4;13439
 84; 39;3;13437
138; 55;3;10967
135; 41;3;12209
169; 98;4;14053
 78; 32;3;14089
171; 91;3;10969
106; 45;4;12587
 91; 43;3;12439
 78; 35;3;10707
 37;100;3;13509
113;115;4;12159
172; 42;2;12307
 18;105;2;12277
 40; 74;4;12305
165;122;1;10627
 74;127;4;12207
147; 57;3;10367
125; 39;3;10435
110;121;4;13158
 67; 44;3;13359
 34; 99;4;10407
111; 36;4;12589
152; 58;4;10178
118; 98;2;14052
 40;148;1;14109
186; 91;3;13057
 66;113;4;12557
141; 42;3;10407
 66;134;2;10318
109; 45;3;10963
147; 36;2;12357
 83;114;4;13187
168; 31;4;12683
 38;102;4;14197
 69;139;2;12435
163; 28;3;12526
 50;142;1;12679
177; 88;2;12107
176; 78;1;12109
166;104;4;12309
 70;128;4;13351
132; 35;3;12055
180;112;4;13627
 84; 45;3;13189
156; 53;4;12059
 99; 30;3;12683
 30;107;4;12555
160; 44;4;10713
 45; 63;3;10589
122; 34;3;10789
102; 45;2;12355
145; 53;3;12559
170;111;4;13349
 81; 37;2;13156
 65;126;4;14199
102; 35;4;12687
153;112;4;12489
 58;126;4;12437
 46; 59;4;13509
157; 28;4;10407
 84;126;4;12309
152; 72;3;10119
 92;107;2;12435
158; 35;4;13347
 43; 77;4;13053
142; 52;4;10967
 75;136;2;10823
 49; 67;4;10367
145; 96;1;13599
133; 26;4;12619
103; 55;4;13583
 76;124;4;13507
 43; 69;3;10407
 22; 93;3;12161
 56;110;4;10559
 72; 58;3;14197
116; 39;3;12621
139; 79;4;12351
143; 43;3;13127
 87;136;3;13158
 47; 59;3;10785
177;106;2;10629
155; 28;4;13597
165; 24;3;12437
107; 37;3;12059
 91;128;2;13509
 68; 61;2;14055
 74; 40;2;13086
138; 71;3;10627
133; 60;4;13055
150; 84;4;10365
 74; 43;3;12165
156; 46;2;13403
170; 90;4;13355
135; 45;3;10437
177; 38;1;13595
 63; 56;3;12629
 63;121;4;10713
 60;105;3;13359
 93; 53;3;12103
 54;111;4;13593
 66; 58;3;12163
167; 23;4;10623
183; 84;1;13088
 64; 62;3;13051
111; 28;3;12207
110;114;4;12057
151; 36;2;14109
 69;112;4;10551
123; 63;3;13503
173;118;2;13593
116; 67;4;12047
116; 24;4;10437
174;119;2;10717
 43;123;4;13509
115; 23;2;13129
132; 44;3;13405
 71;126;4;10709
 57; 55;3;13585
 33;116;4;12487
 80; 29;1;12357
102; 42;4;10318
157; 41;4;10969
122; 39;3;12163
 47; 92;4;12679
124; 35;2;12619
 54;120;4;12347
 65; 63;4;12249
168; 64;4;12619
136; 61;3;12051
162;109;4;10405
179; 93;1;10317
 53;120;4;10785
130; 43;4;13597
 81; 38;2;10407
166; 29;4;13359
186; 89;2;10243
165; 88;4;10407
160; 46;3;12627
113; 60;4;13351
154; 47;3;13405
 99; 40;4;13593
 67; 69;3;13407
 69; 61;3;10317
 62;112;3;10439
136; 47;3;12157
 25; 86;4;10119
158; 28;4;10587
 80; 61;4;10437
 79; 69;4;10709
 49; 71;4;10245
 34; 98;4;13355
131; 65;3;12681
 61;146;3;12167
 49; 62;3;12053
119; 33;2;10965
150; 74;4;13349
 37; 97;3;10407
166; 41;3;12205
125; 70;4;12557
 48; 77;4;10585
164; 98;4;12043
145; 33;2;13469
106; 57;3;12627
142; 64;3;12205
 94; 28;3;10961
 90; 60;4;10315
 48; 60;4;10823
 77; 69;4;13503
 59; 62;3;10407
 84;121;4;13587
 31; 86;3;12099
 65;124;4;13088
156; 63;4;12309
 39; 75;4;12559
151; 44;3;13349
113;114;4;13435
 66; 67;4;10555
 88; 58;3;10623
 72;110;4;12524
112; 55;4;12619
104; 26;4;10437
141; 57;3;10435
113; 31;2;12107
 87;123;4;13357
158; 36;4;10178
 95;100;4;13129
152; 69;4;12307
115;109;4;10409
 90; 47;4;12049
120; 42;3;10435
176; 74;2;13627
120; 55;3;12203
141; 32;4;13583
 22; 95;4;12359
111;113;4;10365
 52; 59;2;13187
158; 30;3;13409
 26;132;3;13125
 29; 79;2;12161
 52;131;1;12489
 82; 64;4;13585
125; 48;4;12105
 59;100;4;13349
 84; 61;4;10553
119; 59;4;10707
 60; 59;2;13597
141; 35;3;13359
 80; 46;3;12099
 59; 66;3;13088
164; 36;2;10961
121; 55;3;12621
 71; 34;4;12157
140; 53;3;14167
 31;124;1;12489
 20; 90;3;13347
139; 29;1;10245
137; 57;3;12359
 99; 41;4;10589
 70; 50;3;13057
 54;128;4;14089
 86; 32;3;12205
167; 79;4;12357
 90; 89;4;12349
166; 87;4;10963
132; 63;4;12207
137; 48;4;13597
162; 41;4;13465
131; 38;3;10711
 60;107;3;10999
138; 74;4;12623
 75; 56;3;10117
153; 32;3;14165
134; 29;4;14129
163; 93;4;10589
 84; 29;4;10318
 86;124;4;13089
 59;106;3;14167
 81; 64;3;13349
162; 39;3;10439
 92; 26;4;10245
 90; 46;4;14195
165;110;4;12435
154; 33;3;15537
 57;122;3;12105
102; 48;3;13158
116;118;4;12057
128; 45;4;12439
 75; 42;3;10623
162; 30;2;12681
150; 99;4;12355
109; 47;4;10783
114; 59;3;13469
166; 45;3;10179
121; 28;3;12629
124; 49;3;12157
 57; 96;4;12045
 95; 34;2;13187
 20;105;2;10789
 81; 62;4;13086
129; 31;2;13435
148; 47;4;10829
183; 85;2;13156
 30; 82;4;10969
151; 94;4;10963
 84; 54;3;10719
113; 36;3;12203
 67; 43;3;13599
 80; 51;3;12045
121; 56;4;14193
 74;113;4;12159
 54;136;3;10781
 94; 69;4;12105
 71;136;1;12057
153; 69;4;10405
107; 36;3;12307
 18; 93;3;13189
153; 33;3;13437
 72; 59;3;12101
 74; 34;4;12689
 85; 36;3;13435
114; 33;3;12587
114; 43;3;13159
135; 44;4;12351
123; 35;2;13357
147;105;3;13405
165; 87;4;12487
 64; 39;1;12349
135; 64;3;13057
 93; 28;3;10965
 44;102;4;13405
 61;122;4;10717
155;109;4;10999
 24; 81;1;13507
 92; 54;4;14055
151; 49;3;14193
 33;123;4;12055
163; 24;3;10787
 46; 75;4;12249
 32;136;2;10969
113; 35;3;12157
158; 72;4;10179
140; 32;3;13347
 72;113;4;10789
 32; 78;4;10439
185; 91;1;10551
158; 45;3;13403
134; 53;4;13591
114; 99;4;10365
157; 30;4;12621
 50;139;1;13088
114; 26;3;12159
118; 65;4;10707
168; 66;4;10787
150; 42;3;12307
125; 40;2;12161
 99; 25;4;10553
 62; 62;3;10779
139; 32;3;10315
127; 46;3;12167
155; 78;4;12621
123; 51;2;10999
132; 73;4;13589
 98; 28;3;10437
 74;134;2;13503
 32;133;1;12053
110; 40;2;14052
145; 90;4;10587
 40;105;4;10555
143; 64;4;14197
165; 32;4;10825
127; 28;2;10369
155; 91;4;12055
 57;110;4;14165
 53;148;2;13057
 68; 72;4;13581
 95; 66;4;12103
152; 92;4;12307
 50; 61;3;12355
 93; 95;3;12589
103; 52;2;13437
175; 84;2;13509
109; 52;4;10625
 83; 94;4;13503
 33; 97;4;13089
 92; 90;4;12053
121; 25;4;14053
 77; 51;4;13089
 52;150;2;12629
112; 33;3;10827
117; 37;3;10318
 90;131;2;12623
 86;137;4;10967
157; 36;4;12683
 49;152;4;10405
 65;145;1;10178
119; 92;2;12169
 64; 55;3;10783
 27;110;4;14195
 48;150;2;13057
 30;105;3;14053
 81; 46;3;13507
 52; 57;2;10117
112;102;4;12309
151; 31;3;10625
 81;129;4;10823
170;120;4;12205
139; 68;4;13125
 44; 98;4;13158
141; 30;1;13591
134; 99;2;13351
105; 59;4;12353
 30;129;1;12109
 62;135;2;10407
106; 53;4;10365
156; 47;3;13355
 90; 63;4;12305
161;108;4;13435
 81;107;3;10719
135; 36;3;12623
 45;137;2;13589
 26;115;4;15537
 73; 37;3;12247
 68;124;4;10435
 50;140;1;10829
 39; 71;1;12619
 91; 54;4;13465
166; 84;4;12307
162;106;4;12527
119; 44;4;14193
171; 68;2;12205
156; 28;4;14165
109; 40;2;10785
124; 34;2;12165
151; 63;4;12055
 50;147;2;12057
146; 47;3;12279
150; 39;2;12159
105; 51;4;13125
 50; 75;3;12681
144; 45;3;10369
140; 52;4;12459
 49;154;2;12526
 77;135;2;12621
 52;134;2;13589
118; 55;4;13055
143; 47;3;10247
107; 41;3;13589
 90; 29;3;13053
 41;133;4;12209
109; 25;4;10999
169; 92;4;13059
 97; 40;4;12103
 94; 51;4;13057
129; 50;4;12623
131; 49;3;14193
 66;121;4;15537
152; 78;4;14199
147; 30;3;14169
 33; 87;4;13439
 85;104;3;14199
 91; 53;4;12099
155; 59;4;10243
 35; 76;3;12051
136; 46;3;10178
 52;139;4;10717
118; 72;3;14109
103; 39;3;13125
152;103;4;10627
116; 55;3;10785
111; 30;3;13353
 94;103;4;13581
138; 77;4;13156
126; 59;4;13581
 74;112;4;12163
 76; 60;3;10319
171;102;2;14197
114;110;4;13437
 58;106;3;12051
